epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.828380823135376,0.5890804529190063,0.8383444547653198,0.39080458879470825
2,0.7928211688995361,0.6235632300376892,0.8615532517433167,0.39080458879470825
3,0.7838345170021057,0.5890804529190063,0.8816900849342346,0.39080458879470825
4,0.7787011861801147,0.6149425506591797,0.8895947933197021,0.39080458879470825
5,0.7656821012496948,0.6494252681732178,0.8952550888061523,0.39080458879470825
6,0.7594459652900696,0.6235632300376892,0.8815458416938782,0.39080458879470825
7,0.7408236861228943,0.6494252681732178,0.8808130621910095,0.39080458879470825
8,0.7223230004310608,0.6781609058380127,0.8808714747428894,0.39080458879470825
9,0.7042970061302185,0.7011494040489197,0.8664565086364746,0.39080458879470825
10,0.7194700837135315,0.6465517282485962,0.85582435131073,0.39080458879470825
11,0.7087355256080627,0.681034505367279,0.8268320560455322,0.4137931168079376
12,0.6970354318618774,0.6781609058380127,0.6966415047645569,0.7126436829566956
13,0.681591272354126,0.727011501789093,0.758080244064331,0.5057471394538879
14,0.6722816228866577,0.7241379022598267,0.6100033521652222,0.8390804529190063
15,0.6315472722053528,0.767241358757019,0.7776181697845459,0.5057471394538879
16,0.6322388052940369,0.7528735399246216,0.6390367150306702,0.7471264600753784
17,0.6173874139785767,0.7614942789077759,0.5699509382247925,0.8045976758003235
18,0.6077303290367126,0.7931034564971924,0.5438044667243958,0.8160919547080994
19,0.6189985275268555,0.7844827771186829,0.5608750581741333,0.8620689511299133
20,0.6080753207206726,0.7701149582862854,0.5297475457191467,0.8620689511299133
21,0.5592509508132935,0.8132184147834778,0.5639680624008179,0.8275862336158752
22,0.5587543249130249,0.8132184147834778,0.6338548064231873,0.7241379022598267
23,0.5941636562347412,0.7557471394538879,0.5494702458381653,0.7931034564971924
24,0.591488778591156,0.8074712753295898,0.5032840371131897,0.8735632300376892
25,0.5503240823745728,0.818965494632721,0.5182403922080994,0.8505747318267822
26,0.5621203184127808,0.8103448152542114,0.5105987191200256,0.8505747318267822
27,0.5303673148155212,0.8218390941619873,0.5227575898170471,0.8965517282485962
28,0.5644707083702087,0.8132184147834778,0.4657279849052429,0.8850574493408203
29,0.5206279754638672,0.8333333134651184,0.5178961753845215,0.8390804529190063
30,0.5628859400749207,0.8304597735404968,0.4623028039932251,0.8850574493408203
31,0.5187646746635437,0.8304597735404968,0.6936681866645813,0.7816091775894165
32,0.5220053195953369,0.8218390941619873,0.43554285168647766,0.8965517282485962
33,0.5066391229629517,0.8563218116760254,0.4687044322490692,0.8620689511299133
34,0.5160536170005798,0.8362069129943848,0.7531722784042358,0.7471264600753784
